slug,name,positions,age,team,games_played,minutes_played,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,is_combined_totals
abdelal01,Alaa Abdelnaby,POWER FORWARD,25,BOSTON CELTICS,13,159,9.2,0.485,0.0,0.455,8.5,24.2,16.3,2.7,0.6,1.2,20.5,22.6,-0.2,0.1,-0.1,-0.032,-5.3,-2.2,-7.4,-0.2,False
abdulma02,Mahmoud Abdul-Rauf,POINT GUARD,24,DENVER NUGGETS,80,2617,16.7,0.521,0.104,0.179,1.2,5.8,3.6,24.1,1.6,0.2,9.9,24.9,4.4,2.4,6.8,0.125,1.5,-0.7,0.8,1.9,False
adamsmi01,Michael Adams,POINT GUARD,31,,70,2337,14.2,0.52,0.274,0.387,1.8,7.4,4.6,29.8,2.1,0.2,17.0,18.1,2.9,0.2,3.1,0.063,0.5,-1.5,-1.0,0.6,False
aguirma01,Mark Aguirre,SMALL FORWARD,34,LOS ANGELES CLIPPERS,39,859,13.1,0.544,0.267,0.207,3.5,10.8,7.2,18.5,1.2,0.6,15.6,21.6,0.6,0.3,0.9,0.05,-0.5,-1.4,-1.8,0.0,False
aingeda01,Danny Ainge,SHOOTING GUARD,34,PHOENIX SUNS,68,1555,11.8,0.524,0.454,0.175,2.0,7.4,4.7,15.9,1.8,0.3,12.3,17.8,1.9,1.0,2.8,0.087,-0.8,-0.5,-1.3,0.3,False
alexaga01,Gary Alexander,POWER FORWARD,24,MIAMI HEAT,4,12,0.8,0.347,0.0,1.0,9.4,19.0,14.2,11.5,0.0,0.0,25.8,13.9,0.0,0.0,0.0,-0.09,-7.8,-2.1,-10.0,0.0,False
alexaga01,Gary Alexander,POWER FORWARD,24,CLEVELAND CAVALIERS,7,43,10.7,0.564,0.0,0.583,16.2,16.2,16.2,3.7,3.7,0.0,31.7,23.0,-0.1,0.1,0.0,-0.015,-6.3,-1.4,-7.6,-0.1,False
alexavi01,Victor Alexander,CENTER,24,GOLDEN STATE WARRIORS,69,1318,14.0,0.539,0.026,0.257,9.5,15.7,12.6,7.3,1.0,1.5,13.3,20.2,1.1,1.1,2.3,0.083,-1.1,-0.9,-2.1,0.0,False
anderer01,Eric Anderson,POWER FORWARD,23,NEW YORK KNICKS,11,39,15.2,0.453,0.118,0.824,17.8,31.3,24.7,8.5,0.0,1.8,7.9,28.3,0.0,0.1,0.1,0.126,-3.4,-1.7,-5.1,0.0,False
andergr01,Greg Anderson,POWER FORWARD,29,DETROIT PISTONS,77,1624,14.6,0.561,0.008,0.416,12.3,26.9,19.5,4.6,1.7,2.7,17.7,14.3,1.4,2.0,3.4,0.101,-1.7,0.1,-1.6,0.2,False
anderke01,Kenny Anderson,POINT GUARD,23,NEW JERSEY NETS,82,3135,18.2,0.491,0.096,0.306,2.9,8.0,5.4,40.6,2.5,0.3,14.5,24.6,4.3,3.2,7.5,0.114,2.5,-0.1,2.4,3.4,False
anderni01,Nick Anderson,SHOOTING GUARD,26,ORLANDO MAGIC,81,2811,16.9,0.549,0.298,0.237,4.6,14.3,9.5,15.7,2.4,0.7,12.4,20.2,4.6,3.0,7.6,0.129,2.0,0.6,2.5,3.2,False
anderro01,Ron Anderson,SMALL FORWARD,35,NEW JERSEY NETS,11,176,9.5,0.456,0.279,0.279,4.7,11.0,7.8,4.8,1.4,0.7,2.0,11.8,0.2,0.2,0.3,0.09,-1.9,0.0,-1.9,0.0,False
